lemma,genus,pl_form,pl_class,split,m95_rhyme
abmachung,f,abmachungen,en,test,
abmahnung,f,abmahnungen,en,val,
abmahnwelle,f,abmahnwellen,n,train,
abmangel,m,abmängel,umlaut_zero,train,
abmarsch,m,abmärsche,umlaut_e,train,
abmessung,f,abmessungen,en,train,
abmoderation,f,abmoderationen,en,train,
abnahme,f,abnahmen,n,train,
abnahmetest,m,abnahmetests,s,train,
abnaki,m,abnaki,zero,test,
abnehmer,m,abnehmer,zero,train,
abnehmerland,n,abnehmerländer,umlaut_er,train,and
abneigung,f,abneigungen,en,train,
abnormalität,f,abnormalitäten,en,train,
abnormität,f,abnormitäten,en,train,
abnutzung,f,abnutzungen,en,train,
abnutzungserscheinung,f,abnutzungserscheinungen,en,train,
abnützung,f,abnützungen,en,val,
abnützungserscheinung,f,abnützungserscheinungen,en,test,
abodrite,m,abodriten,n,train,
abokosten,,abokosten,zero,train,
abolition,f,abolitionen,en,train,
abolitionist,m,abolitionisten,en,train,
abonnement,,abonnements,s,train,
abonnement,,abonnemente,e,train,
abonnent,m,abonnenten,en,val,
abonnentin,f,abonnentinnen,nen,train,
abordnung,f,abordnungen,en,test,
aborigine,f,aborigines,s,train,
abort,m,aborts,s,train,
aborterker,m,aborterker,zero,train,
abortgrube,f,abortgruben,n,train,
abortivum,n,abortiva,other,train,
abortus,m,abortus,zero,val,
abpfiff,m,abpfiffe,e,train,
abplattung,f,abplattungen,en,train,
abprodukt,n,abprodukte,e,test,
abrachie,f,abrachien,n,train,
abrahamit,m,abrahamiten,en,train,
abrahamitin,f,abrahamitinnen,nen,train,
abrasio,,abrasionen,nen,train,
abrasio,,abrasiones,other,val,
abrasion,f,abrasionen,en,train,
abrasionsplatte,f,abrasionsplatten,n,train,
abrasit,m,abrasite,e,train,
abreaktion,f,abreaktionen,en,test,
abrechnung,f,abrechnungen,en,train,
abrede,f,abreden,n,train,
abrego,m,abregos,s,train,
abreibebuchstabe,m,abreibebuchstaben,n,val,
abreibung,f,abreibungen,en,train,
abreise,f,abreisen,n,train,
abreisetag,m,abreisetage,e,train,ag
abreißkalender,m,abreißkalender,zero,train,
abrenuntiation,f,abrenuntiationen,en,test,
abri,m,abris,s,train,
abrichtung,f,abrichtungen,en,train,
abrin,n,abrine,e,val,
abriss,m,abrisse,e,train,
abrissantrag,m,abrissanträge,umlaut_e,train,ag
abrissbirne,f,abrissbirnen,n,train,
abrogation,f,abrogationen,en,train,
abruf,m,abrufe,e,train,
abrufvideo,n,abrufvideos,s,test,
abrundung,f,abrundungen,en,train,
abruptheit,f,abruptheiten,en,val,
abruzzen,,abruzzen,zero,train,
abrégé,n,abrégés,s,train,
abrüster,m,abrüster,zero,train,
abrüstung,f,abrüstungen,en,train,
abrüstungskonferenz,f,abrüstungskonferenzen,en,train,
absacker,m,absacker,zero,train,
absage,f,absagen,n,test,
absaroka,,absaroka,zero,val,
absatz,m,absätze,umlaut_e,train,
absatzmarkt,m,absatzmärkte,umlaut_e,train,
absatzproblem,n,absatzprobleme,e,train,
absatzzeichen,n,absatzzeichen,zero,train,
absauganlage,f,absauganlagen,n,train,
absaugung,f,absaugungen,en,train,
abscessus,m,abscessus,zero,train,
abschaffung,f,abschaffungen,en,test,
abschaltung,f,abschaltungen,en,train,
abscheider,m,abscheider,zero,train,
abscheidung,f,abscheidungen,en,train,
abscheulichkeit,f,abscheulichkeiten,en,train,
abschiebung,f,abschiebungen,en,train,
abschied,m,abschiede,e,train,
abschiedsausgabe,f,abschiedsausgaben,n,train,
abschiedsbrief,m,abschiedsbriefe,e,val,
abschiedserklärung,f,abschiedserklärungen,en,test,
abschiedsfeier,f,abschiedsfeiern,n,train,
abschiedsfest,n,abschiedsfeste,e,train,
abschiedsgeschenk,n,abschiedsgeschenke,e,train,
abschiedsgruß,m,abschiedsgrüße,umlaut_e,train,
abschiedsgrußformel,f,abschiedsgrußformeln,n,train,
abschiedskuss,m,abschiedsküsse,umlaut_e,train,
abschiedsrede,f,abschiedsreden,n,val,
abschiedsschmerz,m,abschiedsschmerzen,en,train,
abschiedsvorlesung,f,abschiedsvorlesungen,en,test,
abschiedswort,n,abschiedsworte,e,train,
abschirmung,f,abschirmungen,en,train,
abschlachtung,f,abschlachtungen,en,train,
abschlag,m,abschläge,umlaut_e,train,ag
abschlagsmarkierung,f,abschlagsmarkierungen,en,train,
abschleppdienst,m,abschleppdienste,e,val,
abschleppseil,n,abschleppseile,e,train,
abschleppstange,f,abschleppstangen,n,train,
abschleppwagen,,abschleppwagen,zero,test,
abschleppwagen,,abschleppwägen,umlaut_zero,train,
abschluss,m,abschlüsse,umlaut_e,train,
abschlussarbeit,f,abschlussarbeiten,en,train,
abschlussball,m,abschlussbälle,umlaut_e,train,
abschlussbericht,m,abschlussberichte,e,val,
abschlussjahr,n,abschlussjahre,e,train,
abschlusskappe,f,abschlusskappen,n,train,
abschlussprüfung,f,abschlussprüfungen,en,train,
abschlussrede,f,abschlussreden,n,test,
abschlusstraining,n,abschlusstrainings,s,train,
abschlusszeugnis,n,abschlusszeugnisse,se,train,
abschneider,m,abschneider,zero,train,
abschnitt,m,abschnitte,e,val,
abschnittsburg,f,abschnittsburgen,en,train,
abschottung,f,abschottungen,en,train,
abschreckung,f,abschreckungen,en,train,
abschreibung,f,abschreibungen,en,train,
abschreibungsobjekt,n,abschreibungsobjekte,e,test,
abschrift,f,abschriften,en,train,
abschrot,m,abschrote,e,train,ot
abschröter,m,abschröter,zero,val,
abschulung,f,abschulungen,en,train,
abschuss,m,abschüsse,umlaut_e,train,
abschussbasis,f,abschussbasen,other,train,
abschussbefehl,m,abschussbefehle,e,train,
abschussliste,f,abschusslisten,n,train,
abschussprämie,f,abschussprämien,n,test,
abschussrampe,f,abschussrampen,n,train,
abschwung,m,abschwünge,umlaut_e,val,
abschwächung,f,abschwächungen,en,train,
abschätzung,f,abschätzungen,en,train,
abschürfung,f,abschürfungen,en,train,
abscisin,n,abscisine,e,train,
abseilachter,m,abseilachter,zero,train,
abseiler,m,abseiler,zero,train,
abseite,f,abseiten,n,test,
abseits,n,abseits,zero,val,
abseitsfalle,f,abseitsfallen,n,train,
abseitstor,n,abseitstore,e,train,
absence,f,absencen,n,train,
absender,m,absender,zero,train,
absenderin,f,absenderinnen,nen,train,
absentismus,m,absentismen,other,train,
absentiv,m,absentive,e,train,
absenz,f,absenzen,en,test,
absetzbetrag,m,absetzbeträge,umlaut_e,train,ag
absetzung,f,absetzungen,en,train,
absicht,f,absichten,en,train,
absichtserklärung,f,absichtserklärungen,en,train,
absinth,m,absinthe,e,train,
absolutadjektiv,n,absolutadjektive,e,train,
absolutheit,f,absolutheiten,en,train,
absolutheitsanspruch,m,absolutheitsansprüche,umlaut_e,val,
absolution,f,absolutionen,en,test,
absolutist,m,absolutisten,en,train,
absolutiv,m,absolutive,e,train,
absolutquadrat,n,absolutquadrate,e,train,
absolvent,m,absolventen,en,train,
absolventin,f,absolventinnen,nen,train,
absonderlichkeit,f,absonderlichkeiten,en,train,
absonderung,f,absonderungen,en,val,
absorbens,,absorbenzien,other,train,
absorbens,,absorbentia,other,test,
absorbierung,f,absorbierungen,en,train,
absorption,f,absorptionen,en,train,
abspaltung,f,abspaltungen,en,train,
absperrbalken,m,absperrbalken,zero,train,
absperrband,n,absperrbänder,umlaut_er,train,and
absperrgitter,n,absperrgitter,zero,val,
absperrhahn,m,absperrhähne,umlaut_e,train,
absperrung,f,absperrungen,en,train,
abspielfehler,m,abspielfehler,zero,test,
absprache,f,absprachen,n,train,
absprung,m,absprünge,umlaut_e,train,
abstammung,f,abstammungen,en,train,
abstammungsgeschichte,f,abstammungsgeschichten,n,train,
abstammungstheorie,f,abstammungstheorien,n,val,
abstand,m,abstände,umlaut_e,train,and
abstandsprache,f,abstandsprachen,n,train,
abstauber,m,abstauber,zero,train,
abstecher,m,abstecher,zero,test,
absteige,f,absteigen,n,train,
absteiger,m,absteiger,zero,train,
abstellgleis,n,abstellgleise,e,train,
abstellkammer,f,abstellkammern,n,val,
abstellraum,m,abstellräume,umlaut_e,train,
abstich,m,abstiche,e,train,
abstieg,m,abstiege,e,train,
abstiegsangst,f,abstiegsängste,umlaut_e,train,
abstiegskampf,m,abstiegskämpfe,umlaut_e,test,
abstiegsplatz,m,abstiegsplätze,umlaut_e,train,
abstimmung,f,abstimmungen,en,train,
abstimmungsergebnis,n,abstimmungsergebnisse,se,val,
abstimmungsgebiet,n,abstimmungsgebiete,e,train,
abstimmungsniederlage,f,abstimmungsniederlagen,n,train,
abstimmungsverfahren,n,abstimmungsverfahren,zero,train,
abstinenzler,m,abstinenzler,zero,train,
abstinenzlerin,f,abstinenzlerinnen,nen,train,
abstract,,abstracts,s,test,
abstraktion,f,abstraktionen,en,train,
abstraktionsfähigkeit,f,abstraktionsfähigkeiten,en,val,
abstraktum,n,abstrakta,other,train,
abstrichprobe,f,abstrichproben,n,train,
abstrusität,f,abstrusitäten,en,train,
abströmkalotte,f,abströmkalotten,n,train,
abstufung,f,abstufungen,en,train,
abstufungspartikel,f,abstufungspartikeln,n,train,
abstumpfung,f,abstumpfungen,en,test,
absturz,m,abstürze,umlaut_e,val,
absturzgefahr,f,absturzgefahren,en,train,
absturzopfer,n,absturzopfer,zero,train,
absturzstelle,f,absturzstellen,n,train,
absturzursache,f,absturzursachen,n,train,
absuche,f,absuchen,n,train,
absurdität,f,absurditäten,en,train,
abszess,,abszesse,e,train,
abszisin,n,abszisine,e,test,
abszisse,f,abszissen,n,train,
abtastrate,f,abtastraten,n,train,
abtausch,,abtäusche,umlaut_e,train,
abtausch,,abtausche,e,train,
abtei,f,abteien,en,train,
abteil,n,abteile,e,train,
abteiltür,f,abteiltüren,en,train,
abteiltüre,f,abteiltüren,n,val,
abteilung,f,abteilungen,en,test,
abteilungsleiter,m,abteilungsleiter,zero,train,
abteilungsleiterin,f,abteilungsleiterinnen,nen,train,
abteufung,f,abteufungen,en,train,
abtragung,f,abtragungen,en,train,
abtransport,m,abtransporte,e,train,
abtreibung,f,abtreibungen,en,train,
abtreibungsfrage,f,abtreibungsfragen,n,val,
abtreibungsgegner,m,abtreibungsgegner,zero,train,
abtreibungsgegnerin,f,abtreibungsgegnerinnen,nen,test,
abtreibungsklinik,f,abtreibungskliniken,en,train,
abtreibungsparagraf,m,abtreibungsparagrafen,en,train,
abtreibungspille,f,abtreibungspillen,n,train,
abtreibungsrecht,n,abtreibungsrechte,e,train,
abtreibungsversuch,m,abtreibungsversuche,e,train,
abtrennung,f,abtrennungen,en,val,
abtretung,f,abtretungen,en,train,
abtrift,f,abtriften,en,train,
abtritt,m,abtritte,e,test,
abtritterker,m,abtritterker,zero,train,
abtshaus,n,abtshäuser,umlaut_er,train,
abtönungspartikel,f,abtönungspartikeln,n,train,
abtötung,f,abtötungen,en,train,
abulie,f,abulien,n,val,
abusus,m,abusus,zero,train,
abverkauf,m,abverkäufe,umlaut_e,train,
abvers,m,abverse,e,train,
abwahl,f,abwahlen,en,test,
abwahlantrag,m,abwahlanträge,umlaut_e,train,ag
abwanderer,m,abwanderer,zero,train,
abwanderung,f,abwanderungen,en,train,
abwandlung,f,abwandlungen,en,val,
abwasch,f,abwäschen,other,train,
abwasser,n,abwässer,umlaut_zero,train,
abwasseraufbereitung,f,abwasseraufbereitungen,en,train,
abwassergeruch,m,abwassergerüche,umlaut_e,train,
abwasserkanal,m,abwasserkanäle,umlaut_e,test,al
abwasserleitung,f,abwasserleitungen,en,train,
abwassermenge,f,abwassermengen,n,train,
abwasserreinigungsanlage,f,abwasserreinigungsanlagen,n,val,
abwassersystem,n,abwassersysteme,e,train,
abwassertank,,abwassertanks,s,train,
abwassertank,,abwassertanke,e,train,
abwechselung,f,abwechselungen,en,train,
abwechslung,f,abwechslungen,en,train,
abweg,m,abwege,e,test,
abwehrkette,f,abwehrketten,n,train,
abwehrkraft,f,abwehrkräfte,umlaut_e,val,
abwehrmechanismus,m,abwehrmechanismen,other,train,
abwehrrakete,f,abwehrraketen,n,train,
abwehrseite,f,abwehrseiten,n,train,
abwehrspieler,m,abwehrspieler,zero,train,
abwehrstoff,m,abwehrstoffe,e,train,
abwehrsystem,n,abwehrsysteme,e,train,
abwehrverletzung,f,abwehrverletzungen,en,test,
abweichler,m,abweichler,zero,val,
abweichlerin,f,abweichlerinnen,nen,train,
abweichung,f,abweichungen,en,train,
abweisung,f,abweisungen,en,train,
abwertung,f,abwertungen,en,train,
abwesenheit,f,abwesenheiten,en,train,
abwetter,,abwetter,zero,train,
abwicklung,f,abwicklungen,en,train,
abwind,m,abwinde,e,test,ind
abwrackprämie,f,abwrackprämien,n,train,
abwurf,m,abwürfe,umlaut_e,train,
abwägung,f,abwägungen,en,train,
abwärmekraftwerk,n,abwärmekraftwerke,e,train,
abwärtsbewegung,f,abwärtsbewegungen,en,train,
abwärtstrend,m,abwärtstrends,s,train,
abzahlung,f,abzahlungen,en,train,
abzeichen,n,abzeichen,zero,val,
abzieher,m,abzieher,zero,test,
abziehstahl,m,abziehstähle,umlaut_e,train,
abzocke,f,abzocken,n,train,
abzocker,m,abzocker,zero,train,
abzugsschach,n,abzugsschachs,s,train,ach
abzugsschacht,m,abzugsschächte,umlaut_e,train,
abzugszüngel,n,abzugszüngel,zero,train,
abzweig,m,abzweige,e,val,
abzweigdose,f,abzweigdosen,n,train,
abzweigung,f,abzweigungen,en,test,
abzym,n,abzyme,e,train,
abzählreim,m,abzählreime,e,train,
abzäunung,f,abzäunungen,en,train,
abänderung,f,abänderungen,en,train,
abänderungsantrag,m,abänderungsanträge,umlaut_e,train,ag
abänderungsvorschlag,m,abänderungsvorschläge,umlaut_e,val,ag
abätzung,f,abätzungen,en,train,
academy-award,m,academy-awards,s,train,
acajounuss,f,acajounüsse,umlaut_e,test,
acarologe,m,acarologen,n,train,
accentus,m,accentus,zero,train,
access,m,access,zero,train,
accessoire,n,accessoires,s,train,
acciaccatura,f,acciaccaturen,other,val,
accipiesholzschnitt,m,accipiesholzschnitte,e,train,
accompagnato,,accompagnatos,s,train,
accompagnato,,accompagnati,other,train,
accoudoir,n,accoudoirs,s,test,
account,,accounts,s,train,
account-management,n,account-managements,s,train,
account-manager,m,account-manager,zero,train,
account-managerin,f,account-managerinnen,nen,val,
accountant,m,accountants,s,train,
accountmanagement,n,accountmanagements,s,train,
accountmanager,m,accountmanager,zero,train,
accountmanagerin,f,accountmanagerinnen,nen,train,
accrochage,f,accrochagen,n,test,
accroche-cœur,,accroche-cœur,zero,train,ur
accroche-cœur,,accroche-cœurs,s,train,ur
acephalie,f,acephalien,n,val,
acerola,f,acerolas,s,train,
acerolakirsche,f,acerolakirschen,n,train,
acetabuloplastik,f,acetabuloplastiken,en,train,
acetal,n,acetale,e,train,al
acetat,n,acetate,e,train,
acetatpuffer,m,acetatpuffer,zero,test,
acetessigsäure,f,acetessigsäuren,n,train,
acetonitril,n,acetonitrile,e,val,
acetonurie,f,acetonurien,n,train,
acetonämie,f,acetonämien,n,train,
acetylenid,n,acetylenide,e,train,
acetylid,n,acetylide,e,train,
acetylierung,f,acetylierungen,en,train,
ach-laut,m,ach-laute,e,train,
achalasie,f,achalasien,n,test,
achat,m,achate,e,val,
acheilia,f,acheiliae,e,train,
acheirie,f,acheirien,n,train,
acheiropoieton,n,acheiropoieta,other,train,
achenseebahn,f,–,other,train,
acheuléen-kultur,f,–,other,train,ur
achievementtest,m,achievementtests,s,train,
achillesferse,f,achillesfersen,n,train,
achillessehne,f,achillessehnen,n,test,
achillessehnenreflex,m,achillessehnenreflexe,e,train,
achillodynie,f,achillodynien,n,train,
achillotomie,f,achillotomien,n,train,
achirie,f,achirien,n,train,
achlaut,m,achlaute,e,train,
achondroplasie,f,achondroplasien,n,train,
achroit,m,achroite,e,train,
achromasie,f,achromasien,n,val,
achromat,m,achromate,e,test,
achromatismus,m,achromatismen,other,train,
achromatopsie,f,achromatopsien,n,train,
achromatosis,f,achromatosen,other,train,
achromie,f,achromien,n,train,
achsabstand,m,achsabstände,umlaut_e,train,and
achse,f,achsen,n,train,
achselhaar,n,achselhaare,e,val,
achselhöhle,f,achselhöhlen,n,train,
achselstück,n,achselstücke,e,test,
achsenmacht,f,achsenmächte,umlaut_e,train,
achsenspiegelung,f,achsenspiegelungen,en,train,
acht-stunden-tag,m,acht-stunden-tage,e,train,ag
acht-uhr-vorstellung,f,acht-uhr-vorstellungen,en,train,
acht-uhr-zug,m,acht-uhr-züge,umlaut_e,train,
achtbettzimmer,n,achtbettzimmer,zero,val,
achte,m,achten,n,train,
achteck,n,achtecke,e,train,
achteckstempel,m,achteckstempel,zero,test,
achtel,f,achtel,zero,train,
achtelfinale,,achtelfinale,zero,train,
achtelfinale,,achtelfinals,other,train,
achtelfinalgegner,m,achtelfinalgegner,zero,train,
achtelfinalspiel,n,achtelfinalspiele,e,val,
achtelnote,f,achtelnoten,n,train,
achterbahn,f,achterbahnen,en,train,
achterbahnkarriere,f,achterbahnkarrieren,n,train,
achterblock,,achterblöcke,umlaut_e,test,
achterblock,,achterblocks,s,train,
achterdeck,n,achterdecks,s,train,
achtergruppe,f,achtergruppen,n,train,
achterknoten,m,achterknoten,zero,val,
achterreihe,f,achterreihen,n,train,
achterschiff,n,achterschiffe,e,train,
achtgroschenjunge,,achtgroschenjungen,n,train,
achtgroschenjunge,,achtgroschenjungs,other,train,
achtjahresplan,m,achtjahrespläne,umlaut_e,test,
achtjahresvertrag,m,achtjahresverträge,umlaut_e,train,ag
achtjährige,,achtjährige,zero,train,
achtjährige,,achtjährigen,n,val,
achtjährige,,achtjährige,zero,train,
achtjähriger,,achtjährige,other,train,
achtjähriger,,achtjährigen,other,train,
achtjähriger,,achtjährige,other,train,
achtkampf,m,achtkämpfe,umlaut_e,train,
achtlosigkeit,f,achtlosigkeiten,en,test,
achtmonatskind,n,achtmonatskinder,er,train,ind
achtpfünder,m,achtpfünder,zero,val,
achtsamkeit,f,achtsamkeiten,en,train,
achtstundentag,m,achtstundentage,e,train,ag
achttausender,m,achttausender,zero,train,
achtuhrvorstellung,f,achtuhrvorstellungen,en,train,
achtuhrzug,m,achtuhrzüge,umlaut_e,train,
achtundsechziger,m,achtundsechziger,zero,train,
achtundsechzigerin,f,achtundsechzigerinnen,nen,test,
achtungserfolg,m,achtungserfolge,e,val,
achtzehner,m,achtzehner,zero,train,
achtzylinder,m,achtzylinder,zero,train,
achtzylindermotor,m,achtzylindermotoren,en,train,
achylie,f,achylien,n,train,
achäer,m,achäer,zero,train,
achäerin,f,achäerinnen,nen,train,
achäne,f,achänen,n,train,
acidose,f,acidosen,n,test,
acidosis,f,acidoses,other,train,
acker,,äcker,umlaut_zero,train,
acker,,acker,zero,train,
acker-gauchheil,m,acker-gauchheile,e,train,
ackerbauer,,ackerbauern,n,train,
ackerboden,m,ackerböden,umlaut_zero,train,
ackerbürger,m,ackerbürger,zero,train,
ackerbürgerhaus,n,ackerbürgerhäuser,umlaut_er,val,
ackerbürgerin,f,ackerbürgerinnen,nen,test,
ackerfurche,f,ackerfurchen,n,train,
ackergauchheil,m,ackergauchheile,e,train,
ackergaul,m,ackergäule,umlaut_e,train,
ackergerät,n,ackergeräte,e,train,
ackerleute,,ackerleute,zero,train,
ackerling,m,ackerlinge,e,train,
ackerpferd,n,ackerpferde,e,val,
ackerschachtelhalm,m,ackerschachtelhalme,e,train,
ackerschnalle,f,ackerschnallen,n,test,
ackerscholle,f,ackerschollen,n,train,
ackerschotendotter,m,ackerschotendotter,zero,train,
ackersmann,,ackersmänner,umlaut_er,train,
ackersmann,,ackersleute,other,train,
ackerwagen,,ackerwagen,zero,train,
ackerwagen,,ackerwägen,umlaut_zero,val,
ackerwalze,f,ackerwalzen,n,train,
ackerweg,m,ackerwege,e,train,
ackerwinde,f,ackerwinden,n,test,
ackja,m,ackjas,s,train,
acne,f,acnen,n,train,
aconitin,n,aconitine,e,train,
aconitsäure,f,aconitsäuren,n,train,
acquisition,f,acquisitions,s,val,
acquit,n,acquits,s,train,
acrotomophilie,f,acrotomophilien,n,train,
acrylamid,n,acrylamide,e,train,
acrylat,n,acrylate,e,test,
acrylfaser,f,acrylfasern,n,train,
acrylsäure,f,acrylsäuren,n,train,
actiniden,m,actiniden,zero,train,
actinoid,n,actinoide,e,val,
action,f,–,other,train,
actionfilm,m,actionfilme,e,train,
actionthriller,m,actionthriller,zero,train,
acyl,n,acyle,e,train,
acylierung,f,acylierungen,en,test,
acylradikal,n,acylradikale,e,train,al
acylrest,m,acylreste,e,train,
ad-hoc-bildung,f,ad-hoc-bildungen,en,val,
ad-hoc-formation,f,ad-hoc-formationen,en,train,
ad-hoc-kompositum,n,ad-hoc-komposita,other,train,
ad-hoc-stichprobe,f,ad-hoc-stichproben,n,train,
adamant,m,adamanten,en,train,
adamawa-sprache,f,adamawa-sprachen,n,train,
adamsapfel,m,adamsäpfel,umlaut_zero,test,
adaptation,f,adaptationen,en,train,
adapter,m,adapter,zero,val,
adaption,f,adaptionen,en,train,
adaptometer,n,adaptometer,zero,train,
add-on,n,add-ons,s,train,
addendum,n,addenda,other,train,
addiermaschine,f,addiermaschinen,n,train,
addition,f,additionen,en,train,
additionssystem,n,additionssysteme,e,test,
additionszeichen,n,additionszeichen,zero,val,
additiv,n,additive,e,train,
adduktor,m,adduktoren,en,train,
adebar,m,adebare,e,train,
adeliepinguin,m,adeliepinguine,e,train,
adeliger,,adelige,other,train,
adeliger,,adeligen,other,train,
adeliger,,adelige,other,train,
adelphie,f,adelphien,n,test,
adelsprädikat,n,adelsprädikate,e,train,
adelsstand,m,adelsstände,umlaut_e,train,and
adelstitel,m,adelstitel,zero,train,
ademtion,f,ademtionen,en,train,
adenin,n,adenine,e,train,
adenitis,f,adenitiden,other,train,
adenom,n,adenome,e,train,
adenopathie,f,adenopathien,n,val,
adenotom,n,adenotome,e,test,
adenotomie,f,adenotomien,n,train,
adept,m,adepten,en,train,
adeptin,f,adeptinnen,nen,train,
ader,f,adern,n,train,
aderlass,m,aderlasse,e,train,
aderleitung,f,aderleitungen,en,train,
adespota,,adespota,zero,val,
adessiv,m,adessive,e,train,
adhortativ,m,adhortative,e,test,
adhäsion,f,adhäsionen,en,train,
adhäsionsprozess,m,adhäsionsprozesse,e,train,
adhäsionsverfahren,n,adhäsionsverfahren,zero,train,
adhäsionsverschluss,m,adhäsionsverschlüsse,umlaut_e,train,
adiaphora,,adiaphora,zero,train,
adiaphoron,n,adiaphora,other,val,
adieu,n,adieus,s,train,
adilette,f,adiletten,n,train,
adjazenz,f,adjazenzen,en,test,
adjektiv,n,adjektive,e,train,
adjektivadverb,n,adjektivadverbien,other,train,
adjektivflexion,f,adjektivflexionen,en,train,
adjektivierung,f,adjektivierungen,en,train,
adjektivphrase,f,adjektivphrasen,n,val,
adjektivstamm,m,adjektivstämme,umlaut_e,train,
adjunkt,m,adjunkten,en,train,
adjutant,m,adjutanten,en,train,
adjutantin,f,adjutantinnen,nen,test,
adjuvans,,adjuvanzien,other,train,
adjuvans,,adjuvantia,other,train,
